t,X,Y,Z
5.291,444,198,1.105313
5.322,450,182,1.016163
5.36,442,231,1.06881
5.391,451,206,1.025574
5.423,431,255,1.081544
5.462,431,255,1.081378
5.491,453,210,1.023619
5.523,454,185,1.009259
5.562,479,183,1.013047
5.59,477,191,1.019213
5.625,478,187,1.015276
5.659,478,186,1.013976
5.693,479,185,1.013261
5.724,477,191,1.018993
5.761,476,193,1.021054
5.792,476,194,1.022009
5.823,474,195,1.025013
5.86,474,195,1.026066
5.894,440,232,1.12933
5.922,460,224,1.08399
5.96,458,222,1.085289
5.991,461,219,1.0779
6.023,460,219,1.078563
6.06,450,246,1.113217
6.091,458,240,1.092773
6.123,450,219,1.087352
6.159,440,205,1.094547
6.191,448,249,1.107855
6.223,451,221,1.078893
6.26,434,196,1.071009
6.29,460,149,0.991439
6.323,458,151,0.995497
6.36,456,151,0.9958919
6.391,454,152,0.9966774
6.423,421,150,1.013132
6.458,391,184,1.048362
6.491,390,184,1.048176
6.527,412,201,1.082929
6.56,412,200,1.083207
6.591,402,154,1.036839
6.626,400,154,1.043077
6.661,406,202,1.106418
6.691,408,198,1.101224
6.73,395,154,1.071056
6.761,406,197,1.107059
6.796,397,156,1.080778
6.828,399,157,1.082845
6.862,411,195,1.104992
6.891,405,157,1.080674
6.927,413,158,1.074915
6.96,414,199,1.111176
6.994,414,211,1.081234
7.028,439,205,1.089063
7.059,443,194,1.077965
7.09,478,172,1.009893
7.126,443,186,1.040512
7.16,443,216,1.083288
7.191,446,215,1.080131
7.228,437,227,1.113389
7.259,478,176,1.009935
7.291,472,171,1.018607
7.329,465,166,1.026582
7.359,455,160,1.03659
7.391,445,156,1.046433
7.428,434,154,1.058194
7.458,420,159,1.072099
7.491,415,160,1.077482
7.526,411,161,1.082068
7.56,408,161,1.086209
7.59,406,161,1.088604
7.626,407,161,1.089747
7.663,407,161,1.090907
7.691,410,160,1.092213
7.73,413,159,1.092605
7.761,417,157,1.092959
7.798,419,157,1.092508
7.829,422,156,1.09189
7.86,423,155,1.091509
7.898,423,156,1.091118
7.93,424,154,1.090372
7.958,420,156,1.089796
7.995,414,157,1.089499
8.027,410,158,1.089528
8.059,402,160,1.090199
8.095,397,160,1.090748
8.128,391,161,1.091785
8.158,385,162,1.093604
8.194,380,162,1.094712
8.228,376,162,1.096947
8.26,402,257,1.128371
8.3,403,262,1.135138
8.328,404,264,1.135211
8.36,404,265,1.135457
8.397,404,265,1.135618
8.426,404,281,1.152947
8.46,420,253,1.114907
8.494,422,252,1.114247
8.529,426,196,1.126333
8.558,431,242,1.133649
8.595,440,253,1.134752
8.628,440,254,1.137756
8.658,454,228,1.114819
8.694,451,199,1.119771
8.73,452,200,1.119566
8.759,458,231,1.114711
8.797,458,231,1.114013
8.831,454,200,1.115614
8.859,472,168,1.078088
8.902,468,167,1.075252
8.928,466,166,1.07324
8.966,462,163,1.07127
8.997,459,162,1.069433
9.028,454,162,1.06774
9.064,451,161,1.065826
9.1,446,160,1.063707
9.128,440,158,1.061787
9.164,430,232,1.098773
9.194,438,279,1.13172
9.229,438,284,1.13959
9.264,438,277,1.121465
9.298,432,275,1.129523
9.327,412,269,1.113751
9.366,410,269,1.113651
9.395,403,270,1.111964
9.428,398,271,1.110991
9.462,357,208,1.139967
9.501,351,165,1.068944
9.528,348,166,1.069969
9.564,343,167,1.071628
9.594,338,169,1.073935
9.63,337,169,1.07471
9.664,336,169,1.074709
9.7,337,169,1.074302
9.732,340,169,1.072184
9.765,347,169,1.068957
9.797,356,169,1.065192
9.829,362,169,1.062353
9.864,377,172,1.057846
9.894,387,172,1.055505
9.926,398,173,1.053333
9.963,411,172,1.050931
9.994,431,174,1.050183
10.028,432,233,1.096575
10.063,452,174,1.054092
10.1,457,175,1.055648
10.13,463,176,1.058029
10.166,467,176,1.059322
10.194,468,176,1.060507
10.233,469,177,1.061338
10.262,469,177,1.061634
10.294,469,177,1.061843
10.331,467,177,1.061733
10.365,465,176,1.060886
10.394,437,279,1.126647
10.433,435,282,1.125683
10.462,423,284,1.141439
10.499,421,283,1.12967
10.531,412,291,1.128937
10.563,401,217,1.015963
10.599,390,229,1.01052
10.633,378,242,1.006688
10.663,367,251,1.003457
10.699,351,260,1.000323
10.732,341,265,1.000454
10.765,334,270,1.00295
10.798,331,274,1.004969
10.833,329,273,1.004527
10.864,329,272,1.004273
10.898,330,270,1.005555
10.931,337,259,1.007338
10.963,344,248,1.011481
10.998,354,230,1.015016
11.032,361,219,1.02052
11.064,367,204,1.028583
11.099,370,193,1.037558
11.132,375,178,1.048752
11.164,379,170,1.057954
11.197,385,161,1.068106
11.231,394,145,1.081585
11.264,395,142,1.085236
11.299,401,128,1.097338
11.333,403,126,1.101357
11.364,400,147,1.13848
11.4,399,157,1.157357
11.431,403,138,1.139735
11.465,403,138,1.141679
11.5,404,138,1.143134
11.532,405,142,1.145012
11.563,412,132,1.10974
11.601,413,139,1.101239
11.631,419,148,1.086287
11.665,422,167,1.067383
11.7,426,181,1.054421
11.732,430,204,1.039215
11.766,432,221,1.032327
11.8,437,240,1.024086
11.832,442,262,1.026914
11.865,441,267,1.024497
11.9,441,276,1.022577
11.932,442,281,1.021755
11.963,443,284,1.0205
12,439,297,1.027903
12.034,441,295,1.023456
12.064,441,294,1.021312
12.1,440,293,1.01861
12.131,437,290,1.01653
12.164,431,286,1.013088
12.2,426,276,1.005718
12.232,417,268,1.001033
12.262,404,266,1.003241
12.3,391,260,1.00431
12.331,376,252,1.003895
12.365,365,244,1.002939
12.402,345,228,1.00065
12.432,328,219,1.004887
12.463,323,219,1.011009
12.5,310,211,1.020005
12.531,300,206,1.026873
12.567,293,203,1.034162
12.602,286,200,1.041669
12.631,278,196,1.051204
12.67,276,194,1.054032
12.699,274,191,1.057231
12.733,274,191,1.059174
12.769,276,189,1.060531
12.8,280,188,1.061313
12.834,289,188,1.060456
12.868,302,189,1.058404
12.901,312,187,1.05482
12.933,334,174,1.041173
12.968,348,173,1.039856
13,359,172,1.039048
13.032,383,172,1.041837
13.067,396,168,1.044073
13.1,423,162,1.050353
13.134,439,162,1.058994
13.167,450,164,1.068583
13.2,459,167,1.078466
13.233,468,168,1.087034
13.268,471,169,1.092479
13.301,475,169,1.096893
13.332,477,169,1.099684
13.371,477,169,1.101095
13.4,477,170,1.101576
13.431,476,172,1.100562
13.468,473,174,1.096498
13.505,445,185,1.145571
13.533,450,183,1.066727
13.568,432,192,1.059099
13.601,432,228,1.011699
13.634,422,237,1.014942
13.668,389,232,1.034842
13.705,380,243,1.034189
13.734,370,253,1.029683
13.771,358,266,1.026027
13.802,347,270,1.019689
13.836,337,273,1.010567
13.868,332,287,1.014684
13.903,329,289,1.013838
13.935,328,292,1.012977
13.968,327,293,1.012697
14.001,327,293,1.012419
14.036,327,290,1.012046
14.067,328,282,1.011332
14.103,331,267,1.010861
14.135,337,256,1.014508
14.168,346,229,1.015901
14.203,349,219,1.023032
14.236,353,194,1.034882
14.268,355,180,1.042991
14.303,357,165,1.055527
14.335,361,146,1.068102
14.367,363,140,1.076564
14.401,371,121,1.095612
14.436,372,118,1.101611
14.468,375,112,1.113437
14.503,375,108,1.122239
14.535,376,104,1.129851
14.567,377,98,1.13789
14.599,376,97,1.140422
14.635,376,119,1.160993
14.667,375,130,1.182074
14.702,377,98,1.143311
14.735,379,104,1.14007
14.768,384,110,1.132172
14.804,389,116,1.122924
14.838,395,136,1.105252
14.869,398,142,1.096579
14.904,402,162,1.077918
14.936,406,172,1.067794
14.97,414,195,1.052418
15.004,421,214,1.042575
15.037,425,238,1.036415
15.067,435,262,1.040166
15.105,438,264,1.035813
15.136,440,276,1.033445
15.168,441,282,1.032026
15.203,441,285,1.030652
15.237,441,289,1.029731
15.267,437,302,1.038249
15.304,439,299,1.033778
15.335,439,297,1.030445
15.368,437,295,1.027967
15.403,433,291,1.023991
15.435,427,285,1.020968
15.467,421,273,1.012485
15.504,413,266,1.011216
15.535,397,258,1.012945
15.567,386,248,1.012368
15.603,373,230,1.008672
15.635,363,222,1.011101
15.667,346,204,1.0131
15.704,336,200,1.019966
15.734,323,196,1.032143
15.767,316,194,1.040943
15.804,302,187,1.053081
15.836,293,180,1.058074
15.867,288,178,1.063331
15.905,284,176,1.067494
15.938,283,175,1.070885
15.967,282,174,1.073004
16.006,282,173,1.074553
16.035,283,173,1.075914
16.066,287,164,1.075456
16.104,301,159,1.070423
16.137,306,157,1.068312
16.17,326,164,1.063334
16.205,345,165,1.057084
16.236,355,165,1.055568
16.271,379,165,1.053555
16.304,394,166,1.055271
16.337,421,162,1.057515
16.371,430,164,1.060654
16.404,446,167,1.069098
16.435,452,170,1.073384
16.472,459,174,1.078616
16.504,461,176,1.081465
16.536,463,177,1.082777
16.571,465,181,1.083805
16.604,465,183,1.083401
16.635,465,186,1.081273
16.672,465,190,1.077442
16.704,460,194,1.064839
16.735,447,219,1.066879
16.771,439,212,1.04154
16.803,410,245,1.049798
16.835,406,248,1.043664
16.872,392,260,1.033713
16.904,383,268,1.025906
16.935,370,290,1.033139
16.971,372,297,1.034483
17.003,363,330,0.9973701
17.035,370,305,1.015504
17.071,378,310,1.037924
17.103,385,311,1.035371
17.135,391,312,1.027462
17.171,411,311,1.0046
17.203,423,333,1.051922
17.235,452,324,0.9707887
17.274,439,341,1.026057
17.304,441,342,1.022564
17.34,445,346,1.013563
17.371,448,349,1.005838
17.406,448,351,1.00307
17.437,449,352,0.9974285
17.473,449,354,0.9918701
17.503,430,347,1.031899
17.539,450,356,0.9786246
17.571,449,356,0.9763635
17.605,421,313,1.13187
17.638,381,270,1.407246
17.673,381,268,1.406958
17.703,375,263,1.406107
17.738,376,263,1.40541
17.771,376,264,1.405656
17.804,376,263,1.40406
17.839,370,257,1.399549
17.872,375,260,1.395999
17.905,376,261,1.392613
17.939,373,258,1.39124
17.971,374,259,1.387867
18.003,375,260,1.386613
18.037,382,265,1.380195
18.071,379,262,1.380186
18.103,379,261,1.379414
18.139,379,262,1.3775
18.171,379,261,1.376794
18.203,378,261,1.376691
18.237,379,262,1.375683
18.271,379,262,1.374962
18.303,379,262,1.37442
18.338,380,263,1.374444
18.371,379,262,1.374065
18.403,379,262,1.373172
18.438,380,263,1.37271
18.471,380,263,1.372801
18.506,381,264,1.371902
18.538,380,263,1.370806
18.573,379,262,1.370526
18.607,379,262,1.37015
18.639,378,261,1.370261
18.67,378,261,1.369958
18.707,381,264,1.369901
18.738,382,265,1.369688
18.773,382,265,1.369592
18.806,382,265,1.369341
18.837,382,265,1.369269
18.872,382,265,1.369322
18.907,382,266,1.369271
18.939,382,266,1.369424
18.974,382,265,1.36978
19.006,382,265,1.369588
19.038,377,261,1.371226
19.07,380,261,1.371771
