t,X,Y,Z
4.114,142,266,0.8252394
4.145,139,257,0.8286719
4.183,131,235,0.832858
4.213,123,215,0.835407
4.246,119,197,0.8372052
4.278,115,179,0.8378387
4.313,114,167,0.8385283
4.349,114,158,0.8394464
4.377,115,150,0.8407009
4.414,117,143,0.8420953
4.445,134,140,0.8518236
4.495,152,136,0.8618804
4.517,181,126,0.8739062
4.547,205,121,0.8836941
4.583,216,126,0.884513
4.615,224,133,0.883872
4.658,230,139,0.8816718
4.682,233,143,0.8763343
4.715,239,148,0.8700234
4.746,248,152,0.8672038
4.783,256,155,0.864432
4.814,260,161,0.8607294
4.846,264,168,0.8572054
4.881,266,177,0.8533915
4.913,267,187,0.8496419
4.945,266,196,0.8459964
4.981,265,205,0.8425671
5.013,263,215,0.8393866
5.045,262,218,0.8349319
5.086,258,225,0.8324504
5.131,254,231,0.8304921
5.149,250,237,0.8290291
5.181,246,241,0.8280059
5.213,241,245,0.8273466
5.245,238,248,0.8269473
5.281,232,246,0.819779
5.315,228,244,0.8127484
5.344,222,242,0.806258
5.387,218,240,0.8009303
5.416,213,238,0.7964591
5.447,210,236,0.7927509
5.483,207,235,0.7896844
5.516,204,233,0.7871758
5.546,203,232,0.7851527
5.585,203,234,0.7887009
5.614,203,237,0.7927898
5.647,203,239,0.7969371
5.689,204,241,0.800866
5.715,204,243,0.8044502
5.75,204,244,0.8077277
5.784,205,246,0.8106962
5.815,206,248,0.8133602
5.85,206,249,0.8158655
5.885,206,251,0.8180506
5.916,207,253,0.8198848
5.95,207,254,0.8213978
5.982,207,256,0.8226251
6.015,208,257,0.8236262
6.05,208,257,0.8244441
6.084,208,258,0.8250448
6.12,208,259,0.8254907
6.156,208,259,0.8258498
6.186,208,259,0.826139
6.216,208,260,0.8263673
6.252,208,260,0.8265482
6.282,208,260,0.8267457
6.314,208,260,0.8269585
6.35,205,262,0.82167
6.382,202,265,0.8164992
6.413,199,266,0.8117849
6.449,195,268,0.807739
6.481,189,276,0.8017116
6.512,183,285,0.7965339
6.549,180,283,0.7919068
6.581,178,279,0.7878588
6.614,180,277,0.7904456
6.65,183,276,0.7936028
6.682,185,275,0.7968174
6.712,187,275,0.7998142
6.752,189,275,0.8024502
6.782,191,275,0.8047127
6.814,193,275,0.8065958
6.849,194,275,0.8081462
6.884,194,277,0.810134
6.922,194,279,0.8123096
6.948,194,282,0.8146573
6.983,192,284,0.8173375
7.016,191,285,0.8193814
7.048,188,287,0.821127
7.081,185,287,0.8225392
7.116,182,285,0.8233432
7.15,178,283,0.8238969
7.182,173,276,0.8243347
7.217,170,313,0.8395215
7.249,167,321,0.8447944
7.28,165,314,0.850598
7.317,164,307,0.8559002
7.352,165,301,0.860872
7.381,157,221,0.845893
7.417,154,174,0.8384359
7.45,156,146,0.8352402
7.483,162,125,0.835125
7.517,173,110,0.8374227
7.55,189,103,0.8432374
7.581,205,100,0.849432
7.622,218,100,0.8547863
7.65,228,107,0.8620249
7.681,240,112,0.8659788
7.717,248,118,0.8683364
7.749,257,125,0.8689023
7.782,265,128,0.8673539
7.817,274,138,0.8627791
7.849,281,147,0.8578067
7.884,287,161,0.8508538
7.917,294,185,0.8462169
7.949,299,204,0.8431585
7.98,300,225,0.839847
8.016,300,241,0.8371714
8.048,299,254,0.8348768
8.081,297,264,0.8325038
8.117,284,279,0.8316122
8.148,282,286,0.8212131
8.187,280,292,0.8116038
8.216,277,294,0.8031832
8.248,268,299,0.7897388
8.284,261,302,0.7793276
8.316,254,305,0.77116
8.35,239,311,0.7827142
8.386,227,314,0.7919533
8.417,219,314,0.798995
8.45,214,313,0.80347
8.485,211,311,0.8069722
8.516,208,309,0.8097723
8.548,206,307,0.8120945
8.584,204,304,0.8140315
8.616,203,301,0.8157421
8.648,202,297,0.8172544
8.699,202,293,0.818634
8.718,202,288,0.819935
8.75,202,283,0.8213506
8.793,203,276,0.8232
8.818,207,275,0.8301204
8.85,208,265,0.8335483
8.892,212,259,0.837888
8.918,214,255,0.8420168
8.951,216,251,0.8459256
8.987,219,250,0.8513712
9.018,221,246,0.8566872
9.05,221,231,0.8650951
9.086,226,234,0.8780473
9.118,229,234,0.8877378
9.15,229,225,0.8941469
9.186,231,227,0.9009445
9.218,232,231,0.9054855
9.252,232,234,0.9092857
9.287,233,238,0.9123545
9.318,232,240,0.9141806
9.354,229,231,0.9121414
9.389,227,222,0.9098092
9.418,225,216,0.9076301
9.454,223,211,0.9057345
9.486,222,206,0.9040955
9.525,221,204,0.9027103
9.554,221,202,0.9016188
9.586,221,200,0.9006071
9.621,222,199,0.899578
9.654,222,197,0.8985296
9.686,223,197,0.8972705
9.717,223,196,0.8958392
9.754,223,196,0.8941172
9.786,223,195,0.8918077
9.818,223,195,0.8889437
9.863,223,195,0.8860334
9.905,222,194,0.8819553
9.918,220,195,0.8771921
9.952,219,196,0.8732066
9.985,217,199,0.8696977
10.016,216,202,0.866662
10.052,214,204,0.8641316
10.084,212,207,0.8618736
10.116,211,211,0.860198
10.157,209,216,0.8587803
10.188,203,224,0.8515562
10.219,202,228,0.8502803
10.252,197,234,0.8445063
10.285,195,237,0.8435825
10.316,195,240,0.8431703
10.352,194,240,0.8429672
10.388,194,242,0.8429125
10.416,194,242,0.8429711
10.463,193,244,0.8401564
10.486,192,245,0.8372886
10.517,190,246,0.8346326
10.553,191,245,0.8352932
10.585,192,244,0.8361537
10.622,196,235,0.8380449
10.655,200,227,0.8400815
10.685,203,221,0.8421124
10.721,208,213,0.8494335
10.755,212,208,0.8570699
10.786,217,204,0.864306
10.821,220,196,0.8705632
10.853,225,187,0.8779064
10.889,229,181,0.8862131
10.921,233,175,0.8953264
10.953,246,186,0.9309881
10.986,251,183,0.945313
11.021,254,180,0.9565996
11.056,262,187,0.9810047
11.086,264,190,0.9945276
11.123,268,194,1.006194
11.153,269,196,1.015069
11.185,273,195,1.028114
11.221,277,194,1.041732
11.254,281,195,1.053314
11.292,283,195,1.063117
11.321,285,195,1.071371
11.353,287,195,1.078286
11.387,289,195,1.08392
11.421,300,207,1.095703
11.453,310,216,1.104071
11.485,322,244,1.065252
11.523,269,305,0.9918268
11.556,232,354,0.9611951
11.593,212,378,0.9472986
11.621,201,391,0.9396735
11.653,194,400,0.9354004
11.689,190,406,0.9330814
11.724,187,409,0.932179
11.754,185,410,0.9320571
11.786,183,411,0.9320558
11.824,182,411,0.9321014
11.858,182,411,0.9318866
11.893,182,411,0.9318519
11.922,182,411,0.9319152
11.954,195,355,0.8860862
12.002,203,322,0.8614837
12.021,201,315,0.8461717
12.052,198,310,0.8349121
12.088,194,308,0.8243014
12.12,190,308,0.8164794
12.153,188,309,0.8109128
12.192,183,315,0.8063883
12.224,177,321,0.8030186
12.255,173,328,0.8003967
12.288,169,333,0.7982466
12.32,171,354,0.8267233
12.352,174,369,0.8508446
12.388,172,373,0.8514643
12.421,175,381,0.8664929
12.452,175,387,0.8787596
12.49,177,392,0.8885515
12.522,177,394,0.8922957
12.553,177,396,0.8947504
12.592,177,398,0.8963474
12.626,177,399,0.8974124
12.653,177,400,0.8982117
12.693,177,400,0.8989475
12.721,177,400,0.8997773
12.752,177,401,0.9007149
12.791,177,402,0.9016116
12.821,177,402,0.9024187
12.852,177,403,0.9032073
12.888,177,404,0.9047344
12.921,178,405,0.9064605
12.952,179,406,0.9083001
12.992,180,407,0.9099283
13.021,181,408,0.9114097
13.052,181,409,0.912734
13.093,182,409,0.9139335
13.12,183,410,0.9150382
13.158,183,410,0.9160233
13.189,183,411,0.916897
13.221,183,412,0.917709
13.258,184,412,0.9184173
13.294,184,412,0.9190487
13.322,185,413,0.9196691
13.358,185,413,0.9202585
13.392,185,413,0.9208339
13.421,186,414,0.9213926
13.458,186,414,0.9219189
13.488,186,414,0.9224402
13.52,186,414,0.9229535
13.558,187,414,0.9233878
13.592,187,414,0.9237283
13.62,187,414,0.923995
13.658,187,414,0.9242091
13.691,187,414,0.9245753
13.72,187,414,0.9249781
13.757,187,414,0.925357
13.789,187,413,0.9257892
13.82,187,413,0.9262967
13.858,186,412,0.9252535
13.888,186,410,0.9243535
13.92,181,391,0.926071
13.958,178,373,0.9274718
13.991,175,360,0.9285748
14.021,173,349,0.9291373
14.059,173,339,0.9292049
14.088,172,332,0.9289886
14.12,171,326,0.9286247
14.16,171,320,0.9281157
14.189,171,316,0.9275857
14.226,171,311,0.9269123
14.262,200,268,0.9455274
14.288,260,229,1.022103
14.326,286,213,1.058813
14.358,298,205,1.078377
14.388,306,201,1.089789
14.426,310,198,1.096851
14.458,313,197,1.101519
14.489,314,196,1.104527
14.529,315,196,1.104534
14.558,315,196,1.103374
14.588,315,197,1.102851
14.626,314,199,1.102276
14.658,313,201,1.101537
14.688,313,203,1.100401
14.726,312,204,1.098234
14.756,312,204,1.096061
14.789,311,204,1.093903
14.825,311,205,1.090314
14.86,310,206,1.086691
14.888,310,207,1.083094
14.927,310,208,1.078998
14.96,310,209,1.075073
14.989,310,210,1.071035
15.026,310,211,1.067708
15.056,311,211,1.063637
15.09,310,212,1.046218
15.127,309,213,1.037177
15.156,309,213,1.02698
15.188,308,215,1.011082
15.226,303,221,0.9900419
15.26,297,226,0.9688843
15.292,291,231,0.9503918
15.327,285,236,0.9342494
15.358,281,239,0.9193523
15.39,276,242,0.9068933
15.427,271,245,0.8956003
15.458,266,247,0.885461
15.488,262,248,0.8765171
15.525,259,246,0.8608008
15.56,255,243,0.8435236
15.592,249,242,0.8265924
15.625,220,275,0.8219115
15.656,203,301,0.8256149
15.697,193,318,0.8289599
15.727,187,328,0.8315719
15.759,183,335,0.8336039
15.797,180,339,0.8350566
15.825,178,343,0.836138
15.856,176,345,0.8369375
15.898,175,346,0.8375489
15.926,175,347,0.8380319
15.96,175,347,0.8384143
15.992,175,348,0.8387264
16.026,175,348,0.8390051
16.06,174,348,0.8392746
16.097,174,348,0.8395523
16.127,174,348,0.839839
16.159,174,347,0.8401445
16.198,173,347,0.8404542
16.224,173,347,0.8407592
16.257,173,346,0.8409064
16.298,173,345,0.8409675
16.327,173,344,0.8410521
16.356,173,344,0.8411707
16.405,173,343,0.8412898
16.429,173,343,0.8413987
16.466,174,342,0.8415142
16.499,174,342,0.8416431
16.533,174,342,0.8417898
16.565,175,341,0.8417753
16.592,175,340,0.8417097
16.627,184,329,0.8397667
16.66,195,312,0.8374355
16.699,213,282,0.8339394
16.728,226,260,0.831818
16.764,236,243,0.8309163
16.797,242,231,0.8306966
16.828,247,224,0.8307171
16.862,249,220,0.8308524
16.896,251,216,0.8311481
16.925,252,213,0.8314791
16.962,254,212,0.8319474
16.995,254,210,0.8324153
17.027,255,209,0.8329207
17.06,255,209,0.8334365
17.097,255,208,0.8339548
17.126,254,208,0.8344404
17.162,254,208,0.8348858
17.195,253,208,0.835304
17.229,252,209,0.8356829
17.263,251,210,0.8359252
17.297,250,211,0.8358546
17.327,244,222,0.8359151
17.361,238,231,0.8359845
17.395,231,240,0.8362516
17.428,228,248,0.8365337
17.463,224,253,0.8367779
17.497,222,252,0.8301876
17.527,221,256,0.8297914
17.578,219,258,0.8298458
17.597,218,256,0.8233451
17.625,218,254,0.8196255
17.661,218,252,0.8162408
17.696,217,255,0.8173807
17.726,216,258,0.8190864
17.762,214,262,0.8215588
17.795,213,266,0.8241097
17.826,211,269,0.8265427
17.86,211,273,0.8287826
17.897,209,275,0.8308542
17.928,212,269,0.8304192
17.962,216,258,0.8297542
17.997,221,243,0.8296401
18.03,224,231,0.8298324
18.065,227,223,0.8300032
18.097,229,217,0.8302167
18.131,230,213,0.830727
18.162,231,210,0.8311805
18.198,232,208,0.8315408
18.232,233,206,0.8318194
18.265,233,205,0.831977
18.297,234,204,0.8320615
18.33,234,204,0.8321071
18.362,234,204,0.8321037
18.396,232,207,0.8313398
18.43,229,212,0.8298589
18.462,227,212,0.8251885
18.497,225,212,0.8206937
18.534,223,211,0.8165242
18.565,223,211,0.8140061
18.598,220,219,0.8158129
18.631,219,220,0.8139963
18.66,218,220,0.81208
18.699,211,237,0.8179243
18.73,209,236,0.8140389
18.765,207,234,0.8097925
18.795,206,231,0.8057555
18.829,205,230,0.8022689
18.863,204,228,0.7992994
18.892,203,226,0.7967807
18.93,201,223,0.7941301
18.962,196,233,0.8015131
18.992,193,231,0.8011181
19.03,186,223,0.7996765
19.062,181,217,0.8045182
19.097,176,206,0.8106415
19.133,168,192,0.8174011
19.162,164,180,0.822794
19.195,160,169,0.8271624
19.231,158,160,0.8304617
19.263,157,152,0.8333237
19.3,158,144,0.8367837
19.339,164,135,0.8419423
19.363,169,133,0.8465614
19.398,190,134,0.8639941
19.431,199,135,0.8724645
19.465,217,133,0.8812589
19.498,232,134,0.8893229
19.531,244,134,0.8929823
19.564,256,134,0.8925902
19.598,266,136,0.8907734
19.629,275,140,0.8864933
19.663,284,147,0.8786309
19.698,292,154,0.8700696
19.73,298,161,0.8638695
19.761,302,169,0.8538753
19.798,301,204,0.8413024
19.828,267,265,0.8325155
19.86,246,305,0.8331423
19.897,230,330,0.8350154
19.93,221,346,0.8367166
19.961,211,358,0.8423451
19.998,206,364,0.8452616
20.03,202,369,0.847204
20.06,199,371,0.8486547
20.099,197,372,0.8498161
20.13,194,371,0.8507149
20.162,193,369,0.8513743
20.198,190,364,0.8508068
20.23,187,357,0.8498197
20.263,185,351,0.8488971
20.298,184,343,0.8479739
20.33,181,341,0.8432088
20.362,200,273,0.8311529
20.399,209,240,0.8261143
20.43,217,210,0.8248927
20.466,222,190,0.825277
20.499,228,175,0.8280925
20.53,231,165,0.8312596
20.567,236,158,0.8350865
20.6,240,153,0.8397143
20.63,247,150,0.8453453
20.665,254,149,0.8503265
20.698,261,149,0.8540718
20.73,271,152,0.8564965
20.766,282,157,0.8565745
20.804,293,165,0.855104
20.832,305,177,0.8520193
20.865,314,192,0.848052
20.898,322,204,0.8443491
20.93,326,230,0.8395272
20.968,317,253,0.8280379
20.999,284,299,0.8297605
21.027,262,326,0.8316375
21.064,252,345,0.8278261
21.096,238,359,0.8315391
21.128,229,368,0.8348401
21.175,223,374,0.8380242
21.198,218,378,0.8412619
21.228,214,380,0.8439831
21.265,209,380,0.8353634
21.297,206,379,0.835682
21.331,203,377,0.8363758
21.365,201,375,0.8373165
21.398,199,372,0.8383097
21.431,196,364,0.8384719
21.465,195,358,0.8385086
21.497,193,351,0.8384318
21.531,193,343,0.8380955
21.565,193,336,0.8377619
21.598,196,318,0.8362829
21.63,198,308,0.8360431
21.666,215,249,0.8345131
21.7,227,213,0.8353458
21.733,236,187,0.8373517
21.765,243,171,0.8397431
21.798,249,161,0.8419335
21.835,257,155,0.8447079
21.866,265,152,0.8473412
21.898,272,149,0.8483676
21.936,284,154,0.8498445
21.965,299,164,0.8496098
21.998,312,178,0.8480375
22.047,324,191,0.8451341
22.067,329,197,0.8420726
22.1,340,221,0.8310676
22.133,307,269,0.8294459
22.165,282,303,0.8292608
22.198,262,327,0.8304593
22.233,247,343,0.8324141
22.265,238,353,0.8337676
22.299,227,363,0.8401151
22.336,220,368,0.8449823
22.366,214,373,0.8486222
22.398,211,375,0.8513722
22.433,209,376,0.8534897
22.465,207,377,0.8551049
22.499,205,378,0.8564147
22.534,203,377,0.8568509
22.566,202,376,0.8569651
22.598,201,374,0.8568848
22.64,200,373,0.8566498
22.667,199,372,0.8563206
22.701,197,369,0.8559601
22.734,196,367,0.8555205
22.767,195,365,0.8550237
22.801,195,364,0.8545369
22.834,194,362,0.8540651
22.868,193,360,0.8536169
22.902,193,358,0.8531373
22.935,193,357,0.8526983
22.966,193,355,0.8522918
23.005,193,355,0.8519033
23.037,193,354,0.8515535
23.068,193,353,0.8512216
23.102,193,352,0.8509212
23.135,193,351,0.8506488
23.165,193,350,0.850405
23.212,193,350,0.8501881
23.237,193,349,0.84999
23.269,193,348,0.849804
23.306,193,348,0.8496209
23.336,193,347,0.8494489
23.369,193,347,0.8493004
23.403,193,347,0.8491683
23.433,193,346,0.8490525
23.466,193,346,0.8489499
23.502,193,346,0.8488575
23.533,193,346,0.8487731
23.565,193,346,0.8486986
23.602,193,346,0.8486305
23.633,193,346,0.8485684
23.666,193,346,0.8485114
23.703,193,346,0.8484616
23.734,193,346,0.8484222
23.766,193,346,0.8483914
23.806,193,346,0.8483647
23.84,193,346,0.8483402
23.868,193,346,0.8489525
23.907,193,347,0.8497488
23.936,194,348,0.8506492
23.968,194,350,0.8515717
24.004,194,351,0.8524671
24.038,195,352,0.8533046
24.07,195,353,0.8541511
24.109,195,354,0.854981
24.138,195,355,0.8557724
24.173,195,356,0.856558
24.206,196,357,0.8572899
24.235,194,358,0.848333
24.271,193,358,0.8391326
24.305,193,359,0.8300129
24.338,193,362,0.8314621
24.373,193,364,0.8339248
24.406,193,367,0.8368696
24.439,195,370,0.8404292
24.471,196,373,0.843097
24.507,195,373,0.8449095
24.537,201,368,0.8783331
24.571,202,372,0.881597
24.605,202,375,0.8821979
24.635,203,379,0.8819305
24.671,204,382,0.8823717
24.707,205,384,0.8823397
24.737,206,386,0.8820615
24.776,207,388,0.8816524
24.816,208,390,0.8811455
24.836,209,391,0.8805755
24.867,210,391,0.8799328
24.902,210,393,0.8794181
24.934,289,323,1.027719
24.967,315,300,1.088821
25.007,325,291,1.114544
25.043,332,285,1.130168
25.072,335,283,1.140226
25.103,338,280,1.146554
25.134,339,278,1.149363
25.171,339,277,1.149954
25.203,269,277,1.068259
25.235,242,275,1.061517
25.269,222,273,1.059902
25.31,223,231,0.9376045
25.337,230,200,0.874104
25.37,237,181,0.8406103
25.403,241,169,0.8217823
25.438,246,162,0.8107701
25.469,250,158,0.8044713
25.504,250,158,0.8007153
25.537,247,187,0.8075294
25.569,244,212,0.8142172
25.606,239,233,0.8198189
25.64,236,249,0.8238999
25.67,233,262,0.8266698
25.703,220,298,0.8132559
25.737,210,322,0.8040682
25.771,203,337,0.7978787
25.802,201,344,0.7958508
25.838,199,347,0.7950343
25.87,198,348,0.7947738
25.902,198,348,0.7950942
25.937,198,347,0.7956354
25.969,200,346,0.7988088
26.003,201,344,0.8020056
26.037,202,342,0.8050152
26.07,203,341,0.8077764
26.104,204,339,0.810234
26.139,204,338,0.812342
26.169,205,337,0.8141868
26.203,206,337,0.8157807
26.237,206,337,0.8172262
26.27,206,336,0.8186786
26.303,207,334,0.8202772
26.337,210,328,0.8221122
26.373,237,278,0.8349272
26.403,254,250,0.8487006
26.437,261,233,0.8476332
26.474,266,222,0.8469648
26.504,266,217,0.8423141
26.537,267,213,0.8419569
26.571,268,213,0.8417051
26.604,268,213,0.8418095
26.637,268,213,0.8415309
26.67,269,215,0.8359873
26.706,269,216,0.8351149
26.74,249,257,0.8343286
26.772,235,287,0.8354663
26.806,226,306,0.8363242
26.838,220,318,0.8369501
26.87,217,326,0.8374251
26.907,214,331,0.8377525
26.936,213,335,0.8379895
26.972,211,337,0.8381584
27.009,211,338,0.8382835
27.037,211,339,0.8383816
27.074,211,340,0.8384597
27.106,211,341,0.8385196
27.142,210,341,0.838567
27.172,210,341,0.8386052
27.208,210,341,0.8386347
27.24,210,342,0.8386579
27.27,210,342,0.8386701
27.306,210,342,0.8386812
27.337,210,342,0.8386951
27.373,210,342,0.8387166
27.407,211,340,0.8386878
27.437,211,339,0.8386778
27.47,212,337,0.8386629
27.506,214,336,0.8387305
27.536,214,335,0.8390311
27.57,215,334,0.8393455
27.605,215,334,0.8396944
27.637,215,333,0.8400849
27.671,216,333,0.8405128
27.706,216,333,0.8409721
27.737,216,332,0.8414744
27.774,216,332,0.8420203
27.806,216,332,0.842617
27.841,216,331,0.8432294
27.875,216,331,0.8438863
27.914,216,331,0.8446547
27.946,216,330,0.8457574
27.979,216,330,0.8474243
28.005,216,330,0.849535
28.036,216,331,0.8523082
28.077,216,331,0.8551672
28.105,216,331,0.8577741
28.137,216,329,0.8586406
28.172,216,325,0.8575599
28.205,220,315,0.8519513
28.236,222,306,0.8468682
28.273,227,297,0.842612
28.306,230,288,0.8391857
28.341,234,281,0.8366319
28.376,236,275,0.8348014
28.405,238,272,0.833499
28.437,239,269,0.832574
28.473,239,268,0.8319697
28.507,240,267,0.831574
28.537,241,266,0.824366
28.572,230,278,0.8223069
28.608,213,300,0.8212666
28.637,208,306,0.8215999
28.673,197,322,0.823836
28.705,190,336,0.8263781
28.737,185,344,0.8272579
28.774,184,346,0.8278946
28.805,184,348,0.82797
28.839,183,349,0.8277068
28.872,184,353,0.8329929
28.905,184,358,0.839724
28.941,186,364,0.8489957
28.972,203,336,0.949802
29.006,277,307,1.056808
29.036,305,297,1.101306
29.073,318,292,1.123998
29.105,326,289,1.137045
29.14,332,287,1.144588
29.173,334,286,1.147766
29.205,336,285,1.14719
29.248,337,286,1.143974
29.273,337,286,1.139437
29.305,336,287,1.134431
29.341,335,287,1.129502
29.373,334,288,1.125964
29.404,334,288,1.122571
29.441,333,288,1.119564
29.474,332,288,1.116643
29.506,331,288,1.113886
29.542,329,289,1.111073
29.574,328,289,1.108617
29.607,327,290,1.106072
29.641,326,290,1.104494
29.673,325,290,1.102433
29.706,325,291,1.101155
